"","treatment","race","sofa_start","sofa_end","psi","i_ci","s_ci","pvalue","n"
"1","ventilation_bin","all",0,3,0.082902402997775,0.070038990635199,0.095765815360351,1.40923544822312e-36,20753
"2","ventilation_bin","all",4,6,0.0674846985714677,0.0558553706064134,0.0791140265365219,5.64542787658888e-30,20447
"3","ventilation_bin","all",7,10,0.0588972317231861,0.0421182082351337,0.0756762552112384,5.98802970548417e-12,11878
"4","ventilation_bin","all",11,100,-0.0286282493653037,-0.0667555697832321,0.00949907105262467,0.141106220767043,4604
"5","ventilation_bin","non-white",0,3,0.0600786735855897,0.0348408788614019,0.0853164683097775,3.07436524935013e-06,3775
"6","ventilation_bin","non-white",4,6,0.0803678957113858,0.0544866577098762,0.106249133712895,1.15547143092136e-09,3862
"7","ventilation_bin","non-white",7,10,0.0606645023394194,0.0262109266579737,0.0951180780208652,0.00055832530464354,2462
"8","ventilation_bin","non-white",11,100,0.00887839421157066,-0.0825250393590803,0.100281827782222,0.849009080138097,971
"9","ventilation_bin","white",0,3,0.0859185947440614,0.0720336225246535,0.0998035669634693,7.48294354570152e-34,16978
"10","ventilation_bin","white",4,6,0.0643206872724701,0.0514465089921946,0.0771948655527456,1.21431857940579e-22,16585
"11","ventilation_bin","white",7,10,0.0539858508910763,0.0348677794446899,0.0731039223374626,3.11810099854629e-08,9416
"12","ventilation_bin","white",11,100,-0.0364038969958697,-0.0783660914243821,0.00555829743264279,0.0890596417556805,3633
"13","rrt","all",0,3,0.0730916896412592,0.0618839311248438,0.0842994481576746,2.06177927984278e-37,20753
"14","rrt","all",4,6,0.078944601185817,0.0625107715658099,0.0953784308058242,4.71191975029374e-21,20447
"15","rrt","all",7,10,0.0573387545958295,0.0326602737449675,0.0820172354466916,5.26540527121327e-06,11878
"16","rrt","all",11,100,-0.0189377458060825,-0.0511639188640876,0.0132884272519225,0.249404853866779,4604
"17","rrt","non-white",0,3,0.0419463992081825,0.0160354727555195,0.0678573256608455,0.00150881092124319,3775
"18","rrt","non-white",4,6,0.0514313949465733,0.0174226500454236,0.0854401398477231,0.00303563431300154,3862
"19","rrt","non-white",7,10,-0.0239304048821619,-0.0713194224880781,0.0234586127237543,0.322293096119295,2462
"20","rrt","non-white",11,100,-0.0404840746468701,-0.116549832596319,0.0355816833025784,0.296874011673607,971
"21","rrt","white",0,3,0.0898434458069118,0.0770536770374809,0.102633214576343,3.95502361069732e-43,16978
"22","rrt","white",4,6,0.0962077278046775,0.0791566315221471,0.113258824087208,1.98416205065637e-28,16585
"23","rrt","white",7,10,0.0806763203141724,0.0524338571295054,0.108918783498839,2.15766374945126e-08,9416
"24","rrt","white",11,100,-0.0131327469164229,-0.0489525762566561,0.0226870824238104,0.472386474066703,3633
"25","pressor","all",0,3,0.0479749008402816,0.0365655094117855,0.0593842922687777,1.70026785298274e-16,20753
"26","pressor","all",4,6,0.0292330739989121,0.0184208617737065,0.0400452862241178,1.16266997459838e-07,20447
"27","pressor","all",7,10,0.0566205060091415,0.0394925406525371,0.0737484713657459,9.21860018856651e-11,11878
"28","pressor","all",11,100,0.0787943769155833,0.0361477183878817,0.121441035443285,0.00029310951372699,4604
"29","pressor","non-white",0,3,0.0551928698605378,0.0311766944627675,0.0792090452583081,6.65664151768194e-06,3775
"30","pressor","non-white",4,6,0.0311507110644268,0.0076407111480001,0.0546607109808535,0.00940428102801845,3862
"31","pressor","non-white",7,10,0.0757309073953586,0.0411650853951313,0.110296729395586,1.75323788338147e-05,2462
"32","pressor","non-white",11,100,0.129731856694941,0.0399327678811432,0.219530945508738,0.00463168141126259,971
"33","pressor","white",0,3,0.0434020472284188,0.0312325416995381,0.0555715527572995,2.74376505460296e-12,16978
"34","pressor","white",4,6,0.0274635992017029,0.0154475912584672,0.0394796071449387,7.47321808015463e-06,16585
"35","pressor","white",7,10,0.0499626038081495,0.0304161344365387,0.0695090731797603,5.44460712383364e-07,9416
"36","pressor","white",11,100,0.0522896069969582,0.00499543181349611,0.0995837821804202,0.0302329967079203,3633
